expr1,bp_rp,pmdec,pmra,dec,ra,parallax,expr2
5.8329642302128,,-45.716469681443975,19.669677631352226,25.47536407086544,56.58319645212432,7.418771797113361,0.009644190926019508
7.196619921925166,1.5158587,-46.67834546395846,22.09928553608684,25.137590963324847,56.15605129873356,7.565130093731612,0.0065006966803456785
11.231953697552713,3.1192894,-45.76725779649895,19.851148096368753,25.087781008593357,56.214727095029566,6.996506852151961,0.020232310678466685
11.85397481146119,3.0992317,-48.11732998574834,21.742459788682073,25.136600953942622,56.13412078669038,7.575432002710872,0.018422535278574577
11.321556228163699,3.1500921,-45.81728306461256,20.73284743297372,25.088658117982007,56.26209569041525,7.318682963868929,0.014724191577603348
10.913439615760257,2.938613,-46.835696502820824,20.27206260935502,24.77791432889511,56.25481621280633,7.417320599391199,0.01302448281210858
7.927668565893823,1.7743263,-46.309124121949836,20.827288746331224,25.09934751115023,56.32570006557808,7.43326437794405,0.003944523873409771
10.316048772767834,3.04,-45.75572057477304,18.905840777316286,25.0434113719478,55.9519390074864,7.2228913502145655,0.015126150888986802
10.173160234601477,2.9824648,-47.17399776516571,19.123805570000357,24.864663544100104,56.102938218377226,7.013173551302467,0.025067717376939698
5.043298148816271,1.0561934,-46.706644425902816,20.160546725440486,25.189867897145785,55.951816397432765,7.641885582227047,0.012139265920422386
9.427316151333013,2.4762526,-44.74020281032057,20.98154628692373,24.993330504101202,55.98634871354892,7.416413756346845,0.009770644933978894
12.33900683139832,3.6457996,-45.01643616207768,17.621895104013404,25.02790148189307,55.86628386631932,7.064854892678619,0.03046140881691757
6.3131697186497515,1.2527733,-45.81636726447396,20.05713949231931,25.269935629317104,55.80678104760392,7.396174660310489,0.005553241328398776
8.570060767098964,2.1187134,-44.927171523546534,19.766538753987255,25.224215193288845,56.41275504551179,7.281297155041481,0.00601997884152334
9.623467651145432,2.784422,-45.68150748359628,19.35401348581213,25.186721714391332,56.488749002730074,7.34404240831091,0.013255259927868296
5.361718059132987,1.0293226,-45.83908274601097,19.887743309500006,25.289282570617022,56.31406415248178,7.413373539120267,0.006795290122369347
4.87935209675536,0.88975143,-45.35855946329494,18.640326499441024,25.257653157550354,56.266810286435685,7.361768810694915,0.0062493468013673495
11.161209005969718,3.1334906,-45.397133813588326,18.560007463547816,25.166995611623015,56.46653703651039,7.2362481811801445,0.015738337648892493
9.323774062721673,2.4576235,-43.80329738589805,19.30926403629738,25.245652598801325,56.725203001348206,7.106221478223396,0.01161655547044382
10.022526271418464,2.8863144,-46.72424213124609,22.046510922180826,25.3581728577202,56.09757763246834,7.97874748478627,0.02491526335508641
9.22035321678716,2.6865873,-43.916123226366764,20.14821442522066,25.263089221417758,56.32088155282936,7.1538101366353315,0.010452473471082928
2.4076256931586286,0.28597307,-45.38716719692786,20.55827405724242,25.39839644131894,56.49651219995799,7.600061923424725,0.00951889464857027
8.837204145812589,2.2257013,-45.896369915853754,20.339070278394225,24.768219186268695,56.10348263799233,7.470613704718746,0.00710314011771946
12.050090549161398,3.1098652,-45.1949391184505,19.990376233116173,24.678415237568007,56.27740405421808,7.554070400251451,0.022358374176787443
11.456012890679402,1.4050503,-47.96214735868958,18.463828112488304,25.2897134450007,56.315164780448946,7.011595214527672,0.028839168039991814
